date,comunidad,var,name,value
2008-06-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.0025458323398557616
2008-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.013443016828896934
2008-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.04462952002753507
2008-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.08616794924292695
2008-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.14424025795773873
2008-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.3241687095639798
2008-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.12593622762715648
2008-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.1982324819368233
2008-06-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.02813967186081452
2008-06-01,Total España,CONSUMO X CAPITA,PESCADOS,1.254701114829178
2008-06-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.3037470687146645
2008-06-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.9509538179728932
2008-06-01,Total España,CONSUMO X CAPITA,PULPO,0.005230146643175314
2008-06-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.00905197506483171
2008-06-01,Total España,CONSUMO X CAPITA,RAPE,0.03372343801530594
2008-06-01,Total España,CONSUMO X CAPITA,RODABALLO,0.004069133937957466
2008-06-01,Total España,CONSUMO X CAPITA,SALMON,0.06816346885967245
2008-06-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.005734795907066429
2008-06-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.005239500449603676
2008-06-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.06292396841006878
2008-06-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.1625613989098363
2008-06-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02435959335565544
2008-06-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.09505360906662999
2008-06-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.211415143822514
2008-06-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.1771009557589664
2008-06-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,3.3582446494019905e-4
2008-06-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.03330639513357314
2008-07-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00426738900591469
2008-07-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.009436393694875348
2008-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.04313815825626191
2008-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.052574551951137256
2008-07-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.006981133578240551
2008-07-01,Total España,CONSUMO X CAPITA,ATUN,0.21755060176921207
2008-07-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.11494071409980741
2008-07-01,Total España,CONSUMO X CAPITA,BACALAO,0.03858992691587618
2008-07-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.017102408416968126
2008-07-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.021487518498908047
2008-07-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,0
2008-07-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.0054372992343204914
2008-07-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.09112067567593427
2008-07-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.023873195421380645
2008-07-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.08688111994768447
2008-07-01,Total España,CONSUMO X CAPITA,CALAMARES,0.00864542669762829
2008-07-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.03562477027808557
2008-07-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.13373068608142408
2008-07-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.012327176164479467
2008-07-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.3676226158226039
2008-07-01,Total España,CONSUMO X CAPITA,DORADA,0.0644306156698956
2008-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.042616626512475705
2008-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.09179186832257427
2008-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.035451382646730575
2008-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.16985987748178055
2008-07-01,Total España,CONSUMO X CAPITA,LENGUADO,0.0898944144673381
2008-07-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.021229034043216983
2008-07-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.06866538042412111
2008-07-01,Total España,CONSUMO X CAPITA,LUBINA,0.022943974602289998
2008-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.0541578547953526
2008-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.2049284384898089
2008-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.3402980939707781
2008-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.5993841591143193
2008-07-01,Total España,CONSUMO X CAPITA,MEJILLON,0.08642460856565638
2008-07-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0067098731918180665
2008-07-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.07971473537383832
2008-07-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.020470006872798475
2008-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.3163272539359502
2008-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.08075118275442482
2008-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.23557607118152538
2008-07-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.05577697587393996
2008-07-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.002284382043102047
2008-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.011541228282876894
2008-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.05014073714680163
2008-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.0951124696046426
2008-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.15679443503432114
2008-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.34515203508223713
2008-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.12529788737382586
2008-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.21985414770841127
2008-07-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.01942557453550484
2008-07-01,Total España,CONSUMO X CAPITA,PESCADOS,1.3459139597196748
2008-07-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.24899467685706045
2008-07-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.0969190547209942
2008-07-01,Total España,CONSUMO X CAPITA,PULPO,0.005156000616609034
2008-07-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.011224795855654031
2008-07-01,Total España,CONSUMO X CAPITA,RAPE,0.03632516505211166
2008-07-01,Total España,CONSUMO X CAPITA,RODABALLO,0.005534259422907166
2008-07-01,Total España,CONSUMO X CAPITA,SALMON,0.06336838828622604
2008-07-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.005799359985584143
2008-07-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.004614392410244882
2008-07-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.058753995875981166
2008-07-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.19506929837269565
2008-07-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02244845100320704
2008-07-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.0993166633817608
2008-07-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.9911982509379778
2008-07-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.3129207346565983
2008-07-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,4.788692608080691e-4
2008-07-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.029464718390959
2008-08-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.003964188792663654
2008-08-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.006948509326551387
2008-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.048958050987664405
2008-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.0559065603142158
2008-08-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.007716205878537644
2008-08-01,Total España,CONSUMO X CAPITA,ATUN,0.17247597744065912
2008-08-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.09251598982510158
2008-08-01,Total España,CONSUMO X CAPITA,BACALAO,0.0421934238069974
2008-08-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.018156194560690123
2008-08-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.024037229246307273
2008-08-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,0
2008-08-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.005683007759280135
2008-08-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.05067390411321824
2008-08-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02041000562668484
2008-08-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.08793764379084891
2008-08-01,Total España,CONSUMO X CAPITA,CALAMARES,0.006231916497490814
2008-08-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.03787972205218131
2008-08-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.1346361801720135
2008-08-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.00803742927978479
2008-08-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.30395376502256927
2008-08-01,Total España,CONSUMO X CAPITA,DORADA,0.0640947912049554
2008-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.03980546546832277
2008-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.08532017498224911
2008-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.044309209192768734
2008-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.1694348496433406
2008-08-01,Total España,CONSUMO X CAPITA,LENGUADO,0.08035786660119323
2008-08-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.019315838416186747
2008-08-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.06104202818500648
2008-08-01,Total España,CONSUMO X CAPITA,LUBINA,0.020905301084147596
2008-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.056246719469939865
2008-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.18504178973987193
2008-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.3810346053911531
2008-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.6223231146009649
2008-08-01,Total España,CONSUMO X CAPITA,MEJILLON,0.10760801428483258
2008-08-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.004959798823233646
2008-08-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.10264821546159894
2008-08-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.01844502185186831
2008-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.27419999119881194
2008-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.06914858437571306
2008-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.20505140682309883
2008-08-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.05115140452430509
2008-08-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.0028084233447104963
2008-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.01644125400161711
2008-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.041114998368293375
2008-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.09718171409989235
2008-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.1547379664698028
2008-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.31936153748466256
2008-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.10539572499371498
2008-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.21396604063256777
2008-08-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.019461620911497064
2008-08-01,Total España,CONSUMO X CAPITA,PESCADOS,1.1707062145186937
2008-08-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.2171632172981058
2008-08-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.9535429972205878
2008-08-01,Total España,CONSUMO X CAPITA,PULPO,0.0033826558027638125
2008-08-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.008818814328983283
2008-08-01,Total España,CONSUMO X CAPITA,RAPE,0.03616683476769013
2008-08-01,Total España,CONSUMO X CAPITA,RODABALLO,0.0047811639346139615
2008-08-01,Total España,CONSUMO X CAPITA,SALMON,0.04500116272684728
2008-08-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.006131990467841486
2008-08-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.005146874951800877
2008-08-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.039854059633426205
2008-08-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.14776481784826942
2008-08-01,Total España,CONSUMO X CAPITA,SARDINAS,0.017633293967182693
2008-08-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.09244321264825651
2008-08-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.6607887273533195
2008-08-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.0969830941422276
2008-08-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,2.922494154812466e-4
2008-08-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.02295332840871836
2008-09-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0037517889442537865
2008-09-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.006164158436290243
2008-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.04485195810723391
2008-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.05101611654352415
2008-09-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.0070044040235013524
2008-09-01,Total España,CONSUMO X CAPITA,ATUN,0.1767125673278463
2008-09-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.06578828645172924
2008-09-01,Total España,CONSUMO X CAPITA,BACALAO,0.05222093243982114
2008-09-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.022213465134396985
2008-09-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.03000746730542417
2008-09-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,0
2008-09-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.005434561534878044
2008-09-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.08831476188904602
2008-09-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02514120654647414
2008-09-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.09585256102058419
2008-09-01,Total España,CONSUMO X CAPITA,CALAMARES,0.008516754823833269
2008-09-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.04387619639762166
2008-09-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.14690997119736524
2008-09-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.010042794121377421
2008-09-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.3207217178243184
2008-09-01,Total España,CONSUMO X CAPITA,DORADA,0.07270782179251473
2008-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.034351055612486976
2008-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.09572092330572651
2008-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.03481327053502016
2008-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.16488524945323366
2008-09-01,Total España,CONSUMO X CAPITA,LENGUADO,0.1104641192281657
2008-09-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.028898699031233023
2008-09-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.08156519205531249
2008-09-01,Total España,CONSUMO X CAPITA,LUBINA,0.03275543312078062
2008-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.05282231375067874
2008-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.20401997855815682
2008-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.3831989849420279
2008-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.6400415053924837
2008-09-01,Total España,CONSUMO X CAPITA,MEJILLON,0.1072966009732542
2008-09-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.005886510084502049
2008-09-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.10141009088875215
2008-09-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.020374187392312823
2008-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.3316814131172955
2008-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.088348298707216
2008-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.24333311441007952
2008-09-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.0529354719942999
2008-09-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.003735362747599102
2008-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.018471486279811968
2008-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.04519097655485696
2008-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.1062713325320577
2008-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.16993379536672662
2008-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.3951563435401568
2008-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.12288551788178939
2008-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.2722708256583674
2008-09-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.022691193687104035
2008-09-01,Total España,CONSUMO X CAPITA,PESCADOS,1.3956912672654915
2008-09-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.2691555518344826
2008-09-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.126535715431009
2008-09-01,Total España,CONSUMO X CAPITA,PULPO,0.005016834228284631
2008-09-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.007181213779159406
2008-09-01,Total España,CONSUMO X CAPITA,RAPE,0.033195974589394425
2008-09-01,Total España,CONSUMO X CAPITA,RODABALLO,0.008895926196612215
2008-09-01,Total España,CONSUMO X CAPITA,SALMON,0.056989320443703695
2008-09-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.0068091147966067795
2008-09-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.006809571079847188
2008-09-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.0501795212222363
2008-09-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.17705774559921486
2008-09-01,Total España,CONSUMO X CAPITA,SARDINAS,0.01998246823042266
2008-09-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.08572558264135152
2008-09-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.291861757513966
2008-09-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.3564544904822933
2008-09-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,4.058639423428085e-4
2008-09-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.03363697234124865
2008-10-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0034479043061421384
2008-10-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.00897212549776033
2008-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.05629942018420697
2008-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.0652715456819673
2008-10-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.008399718172668647
2008-10-01,Total España,CONSUMO X CAPITA,ATUN,0.15838389770228198
2008-10-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.06214212707762988
2008-10-01,Total España,CONSUMO X CAPITA,BACALAO,0.06281651370695271
2008-10-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.027240793877210998
2008-10-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.035575719829741725
2008-10-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,0
2008-10-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.0068691160427204155
2008-10-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.11557928249475823
2008-10-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.03140255331297126
2008-10-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.11333140311088882
2008-10-01,Total España,CONSUMO X CAPITA,CALAMARES,0.007824116864894107
2008-10-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.03981846954067439
2008-10-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.16530617074250992
2008-10-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.010501815061227746
2008-10-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.32198927266617156
2008-10-01,Total España,CONSUMO X CAPITA,DORADA,0.09341874621624856
2008-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.03696145203086045
2008-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.10633270262789256
2008-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.03987892707002843
2008-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.18317285358716123
2008-10-01,Total España,CONSUMO X CAPITA,LENGUADO,0.12478205917054476
2008-10-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.026032555856610934
2008-10-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.09874950331393381
2008-10-01,Total España,CONSUMO X CAPITA,LUBINA,0.02876500804179351
2008-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.05251363813854282
2008-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.22206187416712478
2008-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.4675947300792107
2008-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.7421704705264984
2008-10-01,Total España,CONSUMO X CAPITA,MEJILLON,0.1468378784453808
2008-10-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.00681253692090984
2008-10-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.14002534152447096
2008-10-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.019260171860856986
2008-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.3774276863757289
2008-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.0874736037353541
2008-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.28995408264037476
2008-10-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.06546318464293863
2008-10-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.00664530911330035
2008-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.015552186107682355
2008-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.047969969630561146
2008-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.11805963818961547
2008-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.18158179392785898
2008-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.4594192751192025
2008-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.13090925866436195
2008-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.3285100164548405
2008-10-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.03474300291599735
2008-10-01,Total España,CONSUMO X CAPITA,PESCADOS,1.6202823194341969
2008-10-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.2778584702204023
2008-10-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.3424238492137948
2008-10-01,Total España,CONSUMO X CAPITA,PULPO,0.005716544577450113
2008-10-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.012156069949326513
2008-10-01,Total España,CONSUMO X CAPITA,RAPE,0.050382110980977404
2008-10-01,Total España,CONSUMO X CAPITA,RODABALLO,0.0076671554301937965
2008-10-01,Total España,CONSUMO X CAPITA,SALMON,0.07553130248415868
2008-10-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.0070940636802415006
2008-10-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.006202486228484505
2008-10-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.06932881625567418
2008-10-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.211002937269359
2008-10-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02197756669910611
2008-10-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.090942497070555
2008-10-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.995634396368801
2008-10-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.684442062626867
2008-10-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,4.063202255832163e-4
2008-10-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.035525528673296856
2008-11-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00449096779371455
2008-11-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.00953677600776508
2008-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.05324414760643583
2008-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.06278092361420091
2008-11-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.007286843349313829
2008-11-01,Total España,CONSUMO X CAPITA,ATUN,0.14359347646446058
2008-11-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.038997615991180616
2008-11-01,Total España,CONSUMO X CAPITA,BACALAO,0.05430979711440843
2008-11-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.02387684568730391
2008-11-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.030432951427104515
2008-11-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,0
2008-11-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.007085166157053547
2008-11-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.08629000500973606
